Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
124539-173747,SF,Simone,Simone Fontecchio,Fontecchio,16.43199951171875,25,4000,MIA@BKN,MIA,BKN,,,,,,SF
124539-84689,SG/SF,Josh,Josh Okogie,Okogie,15.895652439283287,23,4000,HOU@NO,HOU,NO,,,,,,SG/SF
124539-84695,SG/SF,Gary,Gary Trent,Trent,16.311110885054976,27,4000,TOR@MIL,MIL,TOR,,,,,,SG/SF
124539-171744,SG/SF,Christian,Christian Braun,Braun,23.10000055486506,11,4000,ORL@DEN,DEN,ORL,O,Ankle,,,,SG/SF
124539-171785,SG,Bryce,Bryce McGowens,McGowens,15.170587876263786,17,4000,HOU@NO,NO,HOU,,,,,,SG
124539-110359,C,Goga,Goga Bitadze,Bitadze,19.444000244140625,25,4000,ORL@DEN,ORL,DEN,,,,,,C
124539-145314,PF/C,Precious,Precious Achiuwa,Achiuwa,18.910525673314144,19,4000,SAC@POR,SAC,POR,,,,,,PF/C
124539-145327,PG/SG,Cole,Cole Anthony,Anthony,17.124000244140625,25,4000,TOR@MIL,MIL,TOR,Q,Neck,,,,PG/SG
124539-203724,PF/SF,Ryan,Ryan Dunn,Dunn,21.052381243024552,21,4000,GS@PHO,PHO,GS,,,,,,SF/PF
124539-188406,SF,Cam,Cam Whitmore,Whitmore,16.004762195405505,21,4000,WAS@SA,WAS,SA,,,,,,SF
124539-188409,PF/C,Jarace,Jarace Walker,Walker,19.649999765249397,26,4000,NY@IND,IND,NY,,,,,,PF/C
124539-203789,PG,Tyler,Tyler Kolek,Kolek,8.6999998546782,21,3900,NY@IND,NY,IND,,,,,,PG
124539-188429,SF,Kris,Kris Murray,Murray,15.445833841959635,24,3900,SAC@POR,POR,SAC,,,,,,SF
124539-188446,SF/SG,Sidy,Sidy Cissoko,Cissoko,11.433333623976935,21,3900,SAC@POR,POR,SAC,,,,,,SG/SF
124539-188450,C/PF,Trayce,Trayce Jackson-Davis,Jackson-Davis,12.988235473632812,17,3900,GS@PHO,GS,PHO,,,,,,PF/C
124539-188458,PG,Jalen,Jalen Pickett,Pickett,6.563636086203835,11,3900,ORL@DEN,DEN,ORL,,,,,,PG
124539-112709,SF,Javonte,Javonte Green,Green,14.75769277719351,26,3900,DET@DAL,DET,DAL,,,,,,SF
124539-145540,SG/SF,Vit,Vit Krejci,Krejci,18.40434729534647,23,3900,ATL@CHA,ATL,CHA,,,,,,SG/SF
124539-157843,SF/SG,Ziaire,Ziaire Williams,Williams,16.331817626953125,22,3900,MIA@BKN,BKN,MIA,,,,,,SG/SF
124539-179762,SG,Quenton,Quenton Jackson,Jackson,20.5,6,3900,NY@IND,IND,NY,,,,,,SG
124539-171679,PG,Jamaree,Jamaree Bouyea,Bouyea,13.889999389648438,10,3900,GS@PHO,PHO,GS,,,,,,PG
124539-161490,SG,Ethan,Ethan Thompson,Thompson,12.050000508626303,6,3900,NY@IND,IND,NY,,,,,,SG
124539-84703,PG/SG,De'Anthony,De'Anthony Melton,Melton,18,4,3900,GS@PHO,GS,PHO,,,,,,PG/SG
124539-171753,SG/SF,Tyrese,Tyrese Martin,Martin,17.525000254313152,24,3900,MIA@BKN,BKN,MIA,,,,,,SG/SF
124539-171758,C/PF,Jaylin,Jaylin Williams,Williams,17.284000244140625,25,3900,LAC@OKC,OKC,LAC,O,Heel,,,,PF/C
124539-171781,SG,Ochai,Ochai Agbaji,Agbaji,9.247368260433799,19,3900,TOR@MIL,TOR,MIL,,,,,,SG
124539-228148,SF/SG,Sion,Sion James,James,15.692307692307692,26,3900,ATL@CHA,CHA,ATL,,,,,,SG/SF
124539-16196,C,Dwight,Dwight Powell,Powell,8.7863637750799,22,3900,DET@DAL,DAL,DET,,,,,,C
124539-228180,SG/PG,Caleb,Caleb Love,Love,14.75,18,3900,SAC@POR,POR,SAC,,,,,,PG/SG
124539-145329,C,Paul,Paul Reed,Reed,17.06315853721217,19,3900,DET@DAL,DET,DAL,,,,,,C
124539-203729,C,Yves,Yves Missi,Missi,17.164999389648436,20,3900,HOU@NO,NO,HOU,,,,,,C
124539-188413,SF/SG,Brice,Brice Sensabaugh,Sensabaugh,15.116666158040365,24,3900,LAL@UTA,UTA,LAL,,,,,,SG/SF
124539-203780,PF/C,Oso,Oso Ighodaro,Ighodaro,14.423076923076923,26,3800,GS@PHO,PHO,GS,,,,,,PF/C
124539-203802,SG,Pelle,Pelle Larsson,Larsson,17.666666666666668,24,3800,MIA@BKN,MIA,BKN,O,Ankle,,,,SG
124539-188454,PF/C,Mouhamed,Mouhamed Gueye,Gueye,14.477777551721644,27,3800,ATL@CHA,ATL,CHA,,,,,,PF/C
124539-157825,C,Jericho,Jericho Sims,Sims,8.790476481119791,21,3800,TOR@MIL,MIL,TOR,,,,,,C
124539-23716,SF,Kyle,Kyle Anderson,Anderson,18.733334011501736,9,3800,LAL@UTA,UTA,LAL,,,,,,SF
124539-157904,SF/PF,Jonathan,Jonathan Kuminga,Kuminga,23.288234935087317,17,3800,GS@PHO,GS,PHO,,,,,,SF/PF
124539-66968,SF/PF,Derrick,Derrick Jones,Jones,20.169231708233173,13,3800,LAC@OKC,LAC,OKC,O,Knee,,,,SF/PF
124539-9874,PF,Kevin,Kevin Love,Love,15.773333740234374,15,3800,LAL@UTA,UTA,LAL,,,,,,PF
124539-171669,SG/SF,Keon,Keon Ellis,Ellis,12.341667175292969,24,3800,SAC@POR,SAC,POR,,,,,,SG/SF
124539-84713,SG/SF,Svi,Svi Mykhailiuk,Mykhailiuk,16.045833587646484,24,3800,LAL@UTA,UTA,LAL,,,,,,SG/SF
124539-84719,PG,Aaron,Aaron Holiday,Holiday,12.688888549804688,18,3800,HOU@NO,HOU,NO,,,,,,PG
124539-110340,C,Jaxson,Jaxson Hayes,Hayes,14.654545177112926,22,3800,LAL@UTA,LAL,UTA,,,,,,C
124539-228107,SG/SF,Drake,Drake Powell,Powell,13.161110772026909,18,3800,MIA@BKN,BKN,MIA,,,,,,SG/SF
124539-228108,PG,Ben,Ben Saraf,Saraf,12.40000025431315,12,3800,MIA@BKN,BKN,MIA,,,,,,PG
124539-171792,PF,Nikola,Nikola Jovic,Jovic,16.231578626130755,19,3800,MIA@BKN,MIA,BKN,O,Elbow,,,,PF
124539-228118,SG/PG,Tre,Tre Johnson,Johnson,17.594118006089154,17,3800,WAS@SA,WAS,SA,,,,,,PG/SG
124539-228117,SF,Will,Will Riley,Riley,8.549999660915798,18,3800,WAS@SA,WAS,SA,,,,,,SF
124539-228122,PF/SF,Collin,Collin Murray-Boyles,Murray-Boyles,14.554546009410512,22,3800,TOR@MIL,TOR,MIL,,,,,,SF/PF
124539-228120,PG,Walter,Walter Clayton,Clayton,14.757142566499256,21,3800,LAL@UTA,UTA,LAL,,,,,,PG
124539-145330,SF/SG,Isaiah,Isaiah Joe,Joe,19.91764741785386,17,3800,LAC@OKC,OKC,LAC,,,,,,SG/SF
124539-203727,SG,Ja'Kobe,Ja'Kobe Walter,Walter,11.47499974568685,24,3800,TOR@MIL,TOR,MIL,,,,,,SG
124539-188411,PF,Taylor,Taylor Hendricks,Hendricks,12.157142639160156,14,3800,LAL@UTA,UTA,LAL,,,,,,PF
124539-188418,SF,Kobe,Kobe Brown,Brown,9.45882370892693,17,3700,LAC@OKC,LAC,OKC,,,,,,SF
124539-111622,SG,Garrison,Garrison Mathews,Mathews,9.372727134011008,11,3700,NY@IND,IND,NY,,,,,,SG
124539-101387,SG/PG,Gabe,Gabe Vincent,Vincent,9.17142813546317,14,3700,LAL@UTA,LAL,UTA,Q,Back,,,,PG/SG
124539-22541,C/PF,Kelly,Kelly Olynyk,Olynyk,10.571428571428571,14,3700,WAS@SA,SA,WAS,,,,,,PF/C
124539-188434,SG,Gradey,Gradey Dick,Dick,11.366666440610532,27,3700,TOR@MIL,TOR,MIL,,,,,,SG
124539-157819,SF,Corey,Corey Kispert,Kispert,15.758823170381433,17,3700,WAS@SA,WAS,SA,O,Thumb,,,,SF
124539-194767,C,Duop,Duop Reath,Reath,5.94000015258789,20,3700,SAC@POR,POR,SAC,,,,,,C
124539-9453,C,Al,Al Horford,Horford,18.646153376652645,13,3700,GS@PHO,GS,PHO,O,Back,,,,C
124539-85305,PF,Kenrich,Kenrich Williams,Williams,11.571428571428571,7,3700,LAC@OKC,OKC,LAC,,,,,,PF
124539-66046,SG/PG,Luke,Luke Kennard,Kennard,14.59999974568685,24,3700,ATL@CHA,ATL,CHA,,,,,,PG/SG
124539-9809,SF,Nicolas,Nicolas Batum,Batum,12.11199951171875,25,3700,LAC@OKC,LAC,OKC,Q,Illness,,,,SF
124539-233063,C,Moussa,Moussa Cisse,Cisse,10.784210205078125,19,3700,DET@DAL,DAL,DET,,,,,,C
124539-84721,PF,Jarred,Jarred Vanderbilt,Vanderbilt,15.625,16,3700,LAL@UTA,LAL,UTA,,,,,,PF
124539-55059,C,Clint,Clint Capela,Capela,12.813636086203836,22,3700,HOU@NO,HOU,NO,,,,,,C
124539-228116,PF,Asa,Asa Newell,Newell,9.441176470588236,17,3700,ATL@CHA,ATL,CHA,,,,,,PF
124539-228124,SG/SF,Nique,Nique Clifford,Clifford,10.372727134011008,22,3700,SAC@POR,SAC,POR,,,,,,SG/SF
124539-228134,SF,Liam,Liam McNeeley,McNeeley,9.655555725097656,18,3700,ATL@CHA,CHA,ATL,,,,,,SF
124539-228157,SF/SG,Kobe,Kobe Sanders,Sanders,11.100000169542101,18,3700,LAC@OKC,LAC,OKC,,,,,,SG/SF
124539-145325,SG/SF,Josh,Josh Green,Green,9.949999809265137,2,3700,ATL@CHA,CHA,ATL,,,,,,SG/SF
124539-203766,PF,Tidjane,Tidjane Salaun,Salaun,13.63076899601863,13,3700,ATL@CHA,CHA,ATL,,,,,,PF
124539-203773,SF,Johnny,Johnny Furphy,Furphy,5.712500095367432,8,3700,NY@IND,IND,NY,,,,,,SF
124539-188423,SF,Julian,Julian Strawther,Strawther,6.1999999152289496,9,3600,ORL@DEN,DEN,ORL,,,,,,SF
124539-188420,SG,Nick,Nick Smith,Smith,13.222222222222221,9,3600,LAL@UTA,LAL,UTA,,,,,,SG
124539-188421,SG,Jordan,Jordan Hawkins,Hawkins,8.622727134011008,22,3600,HOU@NO,NO,HOU,,,,,,SG
124539-203787,C,Ariel,Ariel Hukporti,Hukporti,6.175000190734863,16,3600,NY@IND,NY,IND,,,,,,C
124539-188427,PG,Marcus,Marcus Sasser,Sasser,5.75,2,3600,DET@DAL,DET,DAL,,,,,,PG
124539-188442,SF,Jalen,Jalen Wilson,Wilson,7.331579107987253,19,3600,MIA@BKN,BKN,MIA,,,,,,SF
124539-203803,SF,Keshad,Keshad Johnson,Johnson,10.05,10,3600,MIA@BKN,MIA,BKN,,,,,,SF
124539-203800,C,Branden,Branden Carlson,Carlson,10.46470552332261,17,3600,LAC@OKC,OKC,LAC,,,,,,C
124539-188445,SF,Jordan,Jordan Miller,Miller,14.4,5,3600,LAC@OKC,LAC,OKC,,,,,,SF
124539-188456,SG,Rayan,Rayan Rupert,Rupert,5.363157975046258,19,3600,SAC@POR,POR,SAC,,,,,,SG
124539-58519,SG,Gary,Gary Payton,Payton,11.524000244140625,25,3600,GS@PHO,GS,PHO,,,,,,SG
124539-70823,PF,Guerschon,Guerschon Yabusele,Yabusele,6.754166920979817,24,3600,NY@IND,NY,IND,,,,,,PF
124539-145576,SF,Jae'Sean,Jae'Sean Tate,Tate,6.135714394705636,14,3600,HOU@NO,HOU,NO,,,,,,SF
124539-15590,C,Mason,Mason Plumlee,Plumlee,8.372727134011008,11,3600,ATL@CHA,CHA,ATL,,,,,,C
124539-179828,PG,Keaton,Keaton Wallace,Wallace,11.655999755859375,25,3600,ATL@CHA,ATL,CHA,,,,,,PG
124539-58081,PG,Tyus,Tyus Jones,Jones,8.142307574932392,26,3600,ORL@DEN,ORL,DEN,,,,,,PG
124539-171749,PF,Jeremy,Jeremy Sochan,Sochan,13.77647040872013,17,3600,WAS@SA,SA,WAS,,,,,,PF
124539-110318,PF,Grant,Grant Williams,Williams,24.056249618530273,16,3600,ATL@CHA,CHA,ATL,O,Knee,,,,PF
124539-228106,C,Yang,Yang Hansen,Hansen,6.353846036470854,13,3600,SAC@POR,POR,SAC,,,,,,C
124539-171791,SG,Jaden,Jaden Hardy,Hardy,7.9523809523809526,21,3600,DET@DAL,DAL,DET,,,,,,SG
124539-228110,PG,Nolan,Nolan Traore,Traore,4.633333206176758,6,3600,MIA@BKN,BKN,MIA,,,,,,PG
124539-171795,PF,Ousmane,Ousmane Dieng,Dieng,8.5,17,3600,LAC@OKC,OKC,LAC,,,,,,PF
124539-171793,C,Karlo,Karlo Matkovic,Matkovic,11.141176111557904,17,3600,HOU@NO,NO,HOU,,,,,,C
124539-171796,SF,Gui,Gui Santos,Santos,6.644999694824219,20,3600,GS@PHO,GS,PHO,,,,,,SF
124539-228125,SF,Carter,Carter Bryant,Bryant,5.25,18,3600,WAS@SA,SA,WAS,,,,,,SF
124539-228128,SG,Jase,Jase Richardson,Richardson,6.686666870117188,15,3600,ORL@DEN,ORL,DEN,,,,,,SG
124539-228143,SG,Will,Will Richard,Richard,15.299999734629756,23,3600,GS@PHO,GS,PHO,,,,,,SG
124539-228163,SG,Jamir,Jamir Watkins,Watkins,7.9777781168619795,9,3600,WAS@SA,WAS,SA,,,,,,SG
124539-228169,SG,Micah,Micah Peavy,Peavy,11.081818320534445,22,3600,HOU@NO,NO,HOU,,,,,,SG
124539-145305,PF,Zeke,Zeke Nnaji,Nnaji,5.26000010172526,15,3600,ORL@DEN,DEN,ORL,,,,,,PF
124539-145318,C,Nick,Nick Richards,Richards,8.441666920979818,24,3600,GS@PHO,PHO,GS,,,,,,C
124539-80811,PF,Jonathan,Jonathan Isaac,Isaac,8.852174178413723,23,3600,ORL@DEN,ORL,DEN,,,,,,PF
124539-80823,C,Tony,Tony Bradley,Bradley,9.436363913796164,22,3600,NY@IND,IND,NY,,,,,,C
124539-203717,SF,Dalton,Dalton Knecht,Knecht,11.169999694824218,20,3600,LAL@UTA,LAL,UTA,,,,,,SF
124539-203725,SF,Cody,Cody Williams,Williams,5.5428570338657925,14,3600,LAL@UTA,UTA,LAL,,,,,,SF
124539-203733,PG,Devin,Devin Carter,Carter,8.899999830457899,9,3600,SAC@POR,SAC,POR,,,,,,PG
124539-24544,SG,Gary,Gary Harris,Harris,7.583333333333333,18,3600,TOR@MIL,MIL,TOR,,,,,,SG
124539-188407,SF,Jett,Jett Howard,Howard,8.823529411764707,17,3600,ORL@DEN,ORL,DEN,,,,,,SF
124539-188410,SG/PG,Ben,Ben Sheppard,Sheppard,15.977272727272727,22,3600,NY@IND,IND,NY,O,Calf,,,,PG/SG
124539-203783,PF,Tyler,Tyler Smith,Smith,5.043478260869565,23,3500,HOU@NO,HOU,NO,,,,,,PF
124539-203782,SG,Antonio,Antonio Reeves,Reeves,5.5,6,3500,ATL@CHA,CHA,ATL,,,,,,SG
124539-203781,C,N'Faly,N'Faly Dante,Dante,4.099999904632568,4,3500,ATL@CHA,ATL,CHA,Q,Concussion,,,,C
124539-203785,PF,Isaac,Isaac Jones,Jones,2.2249999046325684,4,3500,DET@DAL,DET,DAL,Q,Knee,,,,PF
124539-188425,C,Dereck,Dereck Lively,Lively,18.41428484235491,7,3500,DET@DAL,DAL,DET,O,Foot,,,,C
124539-203784,SF,Isaiah,Isaiah Crawford,Crawford,0,2,3500,HOU@NO,HOU,NO,,,,,,SF
124539-203791,SF,Nikola,Nikola Durisic,Durisic,,0,3500,ATL@CHA,ATL,CHA,,,,,,SF
124539-203788,SF,Kevin,Kevin McCullar,McCullar,4.199999809265137,1,3500,NY@IND,NY,IND,,,,,,SF
124539-203793,SF,Harrison,Harrison Ingram,Ingram,2.866666793823242,3,3500,WAS@SA,SA,WAS,,,,,,SF
124539-23572,SF,Taurean,Taurean Prince,Prince,11.949999809265137,8,3500,TOR@MIL,MIL,TOR,O,Neck,,,,SF
124539-203799,C,Jonathan,Jonathan Mogbo,Mogbo,4.636363636363637,11,3500,TOR@MIL,TOR,MIL,,,,,,C
124539-203806,PG,Bronny,Bronny James,James,6.235714503696987,14,3500,LAL@UTA,LAL,UTA,,,,,,PG
124539-189468,C,Colin,Colin Castleton,Castleton,13.169230534480167,26,3500,ORL@DEN,ORL,DEN,O,Hand,,,,C
124539-203809,SG,Cam,Cam Christie,Christie,8.92352923224954,17,3500,LAC@OKC,LAC,OKC,,,,,,SG
124539-203813,PF,Bobi,Bobi Klintman,Klintman,7.200000127156575,6,3500,DET@DAL,DET,DAL,,,,,,PF
124539-188459,SF,Hunter,Hunter Tyson,Tyson,3.5444444020589194,9,3500,ORL@DEN,DEN,ORL,,,,,,SF
124539-231464,SG,Chris,Chris Manon,Manon,2.700000047683716,2,3500,LAL@UTA,LAL,UTA,,,,,,SG
124539-231474,SF,Myron,Myron Gardner,Gardner,2.4749999046325684,4,3500,MIA@BKN,MIA,BKN,,,,,,SF
124539-188464,SG,Andre,Andre Jackson,Jackson,5.607692425067608,13,3500,TOR@MIL,MIL,TOR,,,,,,SG
124539-188474,SF,Jacob,Jacob Toppin,Toppin,2.7399999618530275,5,3500,ATL@CHA,ATL,CHA,O,Shoulder,,,,SF
124539-188475,C,Oscar,Oscar Tshiebwe,Tshiebwe,21.349999564034597,14,3500,LAL@UTA,UTA,LAL,,,,,,C
124539-172097,PG,Tyson,Tyson Etienne,Etienne,1.5625,8,3500,MIA@BKN,BKN,MIA,,,,,,PG
124539-157810,PF,Isaiah,Isaiah Livers,Livers,8.007692190317007,13,3500,GS@PHO,PHO,GS,Q,Hip,,,,PF
124539-67708,PG/SG,Dejounte,Dejounte Murray,Murray,40.096774193548384,31,3500,HOU@NO,NO,HOU,O,Achilles,,,,PG/SG
124539-157832,PG,Sharife,Sharife Cooper,Cooper,-0.25,4,3500,WAS@SA,WAS,SA,,,,,,PG
124539-145548,PF,Anthony,Anthony Gill,Gill,2.711111068725586,9,3500,WAS@SA,WAS,SA,,,,,,PF
124539-14498,PG,Kyrie,Kyrie Irving,Irving,40.49,50,3500,DET@DAL,DAL,DET,O,Knee,,,,PG
124539-14505,C,Bismack,Bismack Biyombo,Biyombo,3.4625000953674316,8,3500,WAS@SA,SA,WAS,,,,,,C
124539-213178,PG,Jahmir,Jahmir Young,Young,3.8799999237060545,5,3500,MIA@BKN,MIA,BKN,,,,,,PG
124539-213177,PF,Gabe,Gabe McGlothan,McGlothan,,0,3500,NY@IND,IND,NY,,,,,,PF
124539-58576,C,Kevon,Kevon Looney,Looney,11.241666158040365,12,3500,HOU@NO,NO,HOU,,,,,,C
124539-195792,PF,Drew,Drew Peterson,Peterson,5.133333206176758,6,3500,ATL@CHA,CHA,ATL,,,,,,PF
124539-15583,SG,Seth,Seth Curry,Curry,14.649999618530273,2,3500,GS@PHO,GS,PHO,,,,,,SG
124539-213217,PF,Malevy,Malevy Leons,Leons,1.0166666507720947,6,3500,GS@PHO,GS,PHO,,,,,,PF
124539-195819,SF,Tosan,Tosan Evbuomwan,Evbuomwan,0.6000000238418579,4,3500,NY@IND,NY,IND,,,,,,SF
124539-213226,PG,RayJ,RayJ Dennis,Dennis,10.3999997652494,13,3500,LAC@OKC,LAC,OKC,,,,,,PG
124539-15595,SG/SF,Bradley,Bradley Beal,Beal,11.666666666666666,6,3500,LAC@OKC,LAC,OKC,O,Hip,,,,SG/SF
124539-213259,PF,Tolu,Tolu Smith,Smith,19.100000381469727,2,3500,DET@DAL,DET,DAL,,,,,,PF
124539-194829,PF,Pete,Pete Nance,Nance,3.8428570883614674,7,3500,TOR@MIL,MIL,TOR,,,,,,PF
124539-160022,SG,A.J.,A.J. Lawson,Lawson,12,2,3500,TOR@MIL,TOR,MIL,,,,,,SG
124539-179512,SF,Daeqwon,Daeqwon Plowden,Plowden,4.400000095367432,1,3500,SAC@POR,SAC,POR,,,,,,SF
124539-228679,SG,Tamar,Tamar Bates,Bates,,0,3500,ORL@DEN,DEN,ORL,Q,Foot,,,,SG
124539-180555,SF,Jamal,Jamal Cain,Cain,3.959999847412109,5,3500,ORL@DEN,ORL,DEN,,,,,,SF
124539-9561,C,DeAndre,DeAndre Jordan,Jordan,10,2,3500,HOU@NO,NO,HOU,,,,,,C
124539-228700,C,Dylan,Dylan Cardwell,Cardwell,8,3,3500,SAC@POR,SAC,POR,,,,,,C
124539-195937,C,Trey,Trey Jemison,Jemison,0.8666666348775228,3,3500,NY@IND,NY,IND,,,,,,C
124539-20848,PG,Damian,Damian Lillard,Lillard,41.42622950819672,61,3500,SAC@POR,POR,SAC,O,Achilles,,,,PG
124539-213367,SF,Jamison,Jamison Battle,Battle,6.0941175573012405,17,3500,TOR@MIL,TOR,MIL,,,,,,SF
124539-213394,PG,Isaiah,Isaiah Stevens,Stevens,1.8000000317891438,3,3500,SAC@POR,SAC,POR,,,,,,PG
124539-9621,C,Brook,Brook Lopez,Lopez,11.321052952816611,19,3500,LAC@OKC,LAC,OKC,,,,,,C
124539-9648,SF,Jeff,Jeff Green,Green,3.029999923706055,10,3500,HOU@NO,HOU,NO,,,,,,SF
124539-188862,C,Drew,Drew Timme,Timme,5.949999809265137,2,3500,LAL@UTA,LAL,UTA,,,,,,C
124539-196047,PG,Kyle,Kyle Mangas,Mangas,,0,3500,WAS@SA,SA,WAS,Q,Undisclosed,,,,PG
124539-213508,SG,Elijah,Elijah Harkless,Harkless,5.814285823277065,7,3500,LAL@UTA,UTA,LAL,,,,,,SG
124539-204374,SF,David,David Jones Garcia,Jones Garcia,8.94000015258789,10,3500,WAS@SA,SA,WAS,,,,,,SF
124539-85597,PG,Jordan,Jordan McLaughlin,McLaughlin,7.6888885498046875,9,3500,WAS@SA,SA,WAS,,,,,,PG
124539-113267,SF,Caleb,Caleb Martin,Martin,5.73181811246005,22,3500,DET@DAL,DAL,DET,,,,,,SF
124539-23156,PF,Georges,Georges Niang,Niang,16.97901294849537,81,3500,LAL@UTA,UTA,LAL,O,Foot,,,,PF
124539-15993,SG,Pat,Pat Connaughton,Connaughton,8.674999872843424,12,3500,ATL@CHA,CHA,ATL,O,Calf,,,,SG
124539-233093,SG,Chris,Chris Youngblood,Youngblood,3.6210527921977795,19,3500,LAC@OKC,OKC,LAC,,,,,,SG
124539-102025,SF,Haywood,Haywood Highsmith,Highsmith,16.439999389648438,80,3500,MIA@BKN,BKN,MIA,O,Knee,,,,SF
124539-233103,PG,LJ,LJ Cryer,Cryer,,0,3500,GS@PHO,GS,PHO,,,,,,PG
124539-171665,C,Orlando,Orlando Robinson,Robinson,5.533333460489909,3,3500,ORL@DEN,ORL,DEN,,,,,,C
124539-204448,SG,Trey,Trey Alexander,Alexander,9.933333079020182,3,3500,HOU@NO,NO,HOU,,,,,,SG
124539-24247,PG,Fred,Fred VanVleet,VanVleet,31.417910447761194,67,3500,HOU@NO,HOU,NO,O,Knee,,,,PG
124539-233146,SF,Alex,Alex Antetokounmpo,Antetokounmpo,,0,3500,TOR@MIL,MIL,TOR,,,,,,SF
124539-40637,SF,Nigel,Nigel Hayes-Davis,Hayes-Davis,4.477777693006727,18,3500,GS@PHO,PHO,GS,,,,,,SF
124539-81621,PF,Maxi,Maxi Kleber,Kleber,6.159999847412109,10,3500,LAL@UTA,LAL,UTA,P,Back,,,,PF
124539-171750,PG,Blake,Blake Wesley,Wesley,17.883333841959637,6,3500,SAC@POR,POR,SAC,O,Foot,,,,PG
124539-229095,SG,Curtis,Curtis Jones,Jones,2.200000047683716,2,3500,ORL@DEN,DEN,ORL,,,,,,SG
124539-171748,SG,Malaki,Malaki Branham,Branham,7.236363497647372,11,3500,WAS@SA,WAS,SA,Q,Thumb,,,,SG
124539-84714,C,Moritz,Moritz Wagner,Wagner,22.85333251953125,30,3500,ORL@DEN,ORL,DEN,O,Knee,,,,C
124539-171762,PG,JD,JD Davison,Davison,4.6181817488236865,11,3500,HOU@NO,HOU,NO,,,,,,PG
124539-110320,SF,Matisse,Matisse Thybulle,Thybulle,14.574999809265137,4,3500,SAC@POR,POR,SAC,O,Thumb,,,,SF
124539-84724,SG,Landry,Landry Shamet,Shamet,14.8,15,3500,NY@IND,NY,IND,O,Shoulder,,,,SG
124539-171771,SF,Caleb,Caleb Houstan,Houstan,3.875,8,3500,ATL@CHA,ATL,CHA,,,,,,SF
124539-171778,SF,Wendell,Wendell Moore,Moore,7.766666412353516,3,3500,DET@DAL,DET,DAL,,,,,,SF
124539-171777,C,Walker,Walker Kessler,Kessler,38.26000061035156,5,3500,LAL@UTA,UTA,LAL,O,Shoulder,,,,C
124539-171783,PF,E.J.,E.J. Liddell,Liddell,3.5428570338657925,7,3500,MIA@BKN,BKN,MIA,Q,Ankle,,,,PF
124539-111372,SF,Thanasis,Thanasis Antetokounmpo,Antetokounmpo,3.9799999237060546,10,3500,TOR@MIL,MIL,TOR,,,,,,SF
124539-55055,PG,Dante,Dante Exum,Exum,16.027273004705254,22,3500,DET@DAL,DAL,DET,O,Knee,,,,PG
124539-55056,C,Dario,Dario Saric,Saric,4.333333333333333,3,3500,SAC@POR,SAC,POR,,,,,,C
124539-194322,SG,Javonte,Javonte Cooke,Cooke,3.4200000762939453,5,3500,SAC@POR,POR,SAC,,,,,,SG
124539-228114,PG,Kasparas,Kasparas Jakucionis,Jakucionis,3,1,3500,MIA@BKN,MIA,BKN,,,,,,PG
124539-228112,PF,Thomas,Thomas Sorber,Sorber,,0,3500,LAC@OKC,OKC,LAC,O,Knee,,,,PF
124539-228121,C,Yanic Konan,Yanic Konan Niederhauser,Niederhauser,5.141666730244954,12,3500,LAC@OKC,LAC,OKC,,,,,,C
124539-228130,C,Khaman,Khaman Maluach,Maluach,3.4500001271565757,12,3500,GS@PHO,PHO,GS,,,,,,C
124539-228145,SG,Chaz,Chaz Lanier,Lanier,6.600000234750601,13,3500,DET@DAL,DET,DAL,,,,,,SG
124539-228150,PG,Mark,Mark Sears,Sears,3.3428570883614674,7,3500,TOR@MIL,MIL,TOR,,,,,,PG
124539-228155,SG,Alijah,Alijah Martin,Martin,1.5,2,3500,TOR@MIL,TOR,MIL,,,,,,SG
124539-228156,SF,Brooks,Brooks Barnhizer,Barnhizer,5.358823439654182,17,3500,LAC@OKC,OKC,LAC,,,,,,SF
124539-228162,SF,Adou,Adou Thiero,Thiero,2.7444445292154946,9,3500,LAL@UTA,LAL,UTA,,,,,,SF
124539-11074,SG,Garrett,Garrett Temple,Temple,3.1799999237060548,5,3500,TOR@MIL,TOR,MIL,,,,,,SG
124539-228161,SG,Kam,Kam Jones,Jones,,0,3500,NY@IND,IND,NY,,,,,,SG
124539-228160,PG,Taelon,Taelon Peter,Peter,4.479999796549479,15,3500,NY@IND,IND,NY,,,,,,PG
124539-228167,SF,Mohamed,Mohamed Diawara,Diawara,2.6000000448787914,17,3500,NY@IND,NY,IND,,,,,,SF
124539-228165,SG,John,John Tonje,Tonje,,0,3500,LAL@UTA,UTA,LAL,,,,,,SG
124539-228164,SF,Noah,Noah Penda,Penda,9.492307809682993,13,3500,ORL@DEN,ORL,DEN,,,,,,SF
124539-228175,C,Vladislav,Vladislav Goldin,Goldin,,0,3500,MIA@BKN,MIA,BKN,,,,,,C
124539-228173,PF,Rasheer,Rasheer Fleming,Fleming,5.153846153846154,13,3500,GS@PHO,PHO,GS,,,,,,PF
124539-228172,SG,Koby,Koby Brea,Brea,4.099999904632568,2,3500,GS@PHO,PHO,GS,Q,Concussion,,,,SG
124539-18256,PF,Doug,Doug McDermott,McDermott,2.5,2,3500,SAC@POR,SAC,POR,,,,,,PF
124539-228179,C,Eli John,Eli John Ndiaye,Ndiaye,,0,3500,ATL@CHA,ATL,CHA,Q,Shoulder,,,,C
